"Name","Compare","Pos","Age","Shoots","Team","GP","G","A","PTS","PTS/GP","Season Pace","82GP Pace","GWG","PPP","PPTOI","%PP","TOI","SOG","+/-","PIM","Yrs","Sal","Caphit","AAV"
"JACK MCBAIN","","C","23","L","ARI","82","12","14","26","0.32","26","26","2","0","00:14","4.8","13:59","85","-8","64","2","$0.93M","$0.88M","$1.35M"
"RYAN GRAVES","","D","28","L","PIT","78","8","18","26","0.33","26","27","2","0","00:03","1.2","19:57","141","34","28","6","$4.00M","$3.17M","$3.17M"
"JOSH BAILEY","","C","34","L","","64","8","17","25","0.39","57","32","2","3","01:23","29.1","15:08","72","2","2","1","$3.50M","$5.00M","$5.00M"
"TYSON JOST","","C","25","L","BUF","71","7","18","25","0.35","25","29","0","0","00:04","1.4","13:15","98","-13","34","1","$2.25M","$2.00M","$2.00M"
"PHILIPP KURASHEV","","R","24","L","CHI","70","9","16","25","0.36","25","29","2","4","02:02","39.8","17:25","116","-32","14","2","$0.75M","$0.75M","$0.75M"
"WILLIAM CARRIER","","L","28","L","VGK","56","16","9","25","0.45","25","37","7","0","00:29","11.2","12:35","118","15","30","1","$1.75M","$1.40M","$1.40M"
"JAMIE OLEKSIAK","","D","30","L","SEA","75","9","16","25","0.33","25","27","2","0","00:04","1.3","19:15","76","13","72","3","$4.25M","$4.60M","$4.60M"
"KIRILL MARCHENKO","","R","23","R","CBJ","59","21","4","25","0.42","25","35","1","8","02:39","56.1","16:11","131","-23","16","1","$0.93M","$0.93M","$1.56M"
"RYAN SUTER","","D","38","L","DAL","82","3","22","25","0.30","25","25","1","4","01:37","32.3","20:23","92","0","26","2","$4.00M","$3.65M","$3.65M"
"BRIAN DUMOULIN","","D","32","L","SEA","82","1","24","25","0.30","25","25","0","0","00:05","1.4","20:38","82","-4","16","2","$4.10M","$4.10M","$4.10M"
"JIMMY VESEY","","R","30","L","NYR","81","11","14","25","0.31","25","25","4","0","00:05","1.6","13:37","123","13","20","2","$0.75M","$0.75M","$0.75M"
"COREY PERRY","","R","38","R","CHI","81","12","13","25","0.31","25","25","3","12","01:47","33.4","11:34","116","-28","95","1","$1.25M","$1.00M","$1.00M"
"NIC DOWD","","C","33","R","WSH","65","13","12","25","0.38","25","32","3","0","00:01","0.5","13:21","62","6","26","2","$1.60M","$1.30M","$1.30M"
"JUUSO PARSSINEN","","R","22","L","NSH","45","6","19","25","0.56","25","46","3","8","01:51","36.7","14:20","49","-1","15","1","$0.84M","$0.85M","$0.93M"
"MATTIAS JANMARK","","C","30","L","EDM","66","10","15","25","0.38","25","31","1","0","00:06","2.0","14:40","79","9","30","1","$1.25M","$1.25M","$1.25M"
"KAILER YAMAMOTO","","R","25","R","SEA","58","10","15","25","0.43","25","35","3","0","00:37","12.5","16:35","97","12","24","1","$3.00M","$3.10M","$3.10M"
"SAMMY BLAIS","","R","27","L","STL","71","9","16","25","0.35","25","29","1","1","00:50","16.4","11:48","70","4","30","1","$1.53M","$1.53M","$1.53M"
"JAKE MCCABE","","D","30","L","TOR","76","3","22","25","0.33","25","27","1","0","00:05","1.6","19:29","96","19","56","2","$4.00M","$4.00M","$4.00M"
"VLADISLAV NAMESTNIKOV","","R","30","L","WPG","77","8","17","25","0.32","25","27","0","3","01:09","19.9","12:37","108","5","35","2","$2.50M","$2.50M","$2.50M"
"SCOTT MAYFIELD","","D","31","R","NYI","82","6","18","24","0.29","24","24","1","0","00:03","0.9","21:02","119","9","83","7","$2.00M","$1.45M","$1.45M"
"MATT NIETO","","L","30","L","PIT","81","12","12","24","0.30","24","24","2","1","00:22","7.7","13:31","115","-15","16","2","$0.85M","$0.85M","$0.85M"
"ESA LINDELL","","D","29","L","DAL","82","8","16","24","0.29","24","24","2","0","00:02","0.7","19:55","116","29","10","2","$6.00M","$5.80M","$5.80M"
"MARCUS PETTERSSON","","D","27","L","PIT","68","1","23","24","0.35","24","29","0","0","00:11","3.3","20:35","96","4","58","2","$4.03M","$4.03M","$4.03M"
"PIUS SUTER","","C","27","L","VAN","79","14","10","24","0.30","24","25","1","0","00:05","1.5","14:04","106","-3","6","2","$3.75M","$3.25M","$3.25M"
"MATT BENNING","","D","29","R","S.J","77","1","23","24","0.31","24","26","0","1","00:48","17.9","19:47","58","-19","26","3","$1.25M","$1.25M","$1.25M"
"ERIC ROBINSON","","L","28","L","CBJ","72","12","12","24","0.33","24","27","1","0","00:01","0.3","13:57","98","-21","6","1","$1.50M","$1.60M","$1.60M"
"MARK GIORDANO","","D","40","L","TOR","78","4","20","24","0.31","24","25","1","0","00:35","11.8","18:57","107","27","53","1","$0.80M","$0.80M","$0.80M"
"YAKOV TRENIN","","L","26","L","NSH","77","12","12","24","0.31","24","26","2","2","00:27","9.2","15:09","140","-7","47","1","$1.70M","$1.70M","$1.70M"
"BOWEN BYRAM","","D","22","L","COL","42","10","14","24","0.57","24","47","1","6","01:19","26.2","21:53","65","7","38","2","$0.83M","$0.89M","$3.39M"
"NICK LEDDY","","D","32","L","STL","78","2","21","23","0.29","23","24","1","0","00:26","8.7","21:07","79","4","20","3","$5.00M","$4.00M","$4.00M"
"DAKOTA JOSHUA","","L","27","L","VAN","79","11","12","23","0.29","23","24","2","1","00:07","2.2","11:31","71","-16","60","1","$0.80M","$0.83M","$0.83M"
"SEBASTIAN AHO","","D","27","L","NYI","71","5","18","23","0.32","23","27","0","2","00:39","13.6","16:46","89","9","22","1","$0.80M","$0.83M","$0.83M"
"LARS ELLER","","C","34","L","PIT","84","10","13","23","0.27","23","22","1","0","00:10","3.1","14:48","140","3","46","2","$3.00M","$3.50M","$3.50M"
"OLLI MAATTA","","D","29","L","DET","78","6","17","23","0.29","23","24","0","0","00:03","1.1","18:42","62","-9","14","2","$2.25M","$2.25M","$2.25M"
"TREVOR VAN RIEMSDYK","","D","32","R","WSH","75","7","16","23","0.31","23","25","0","1","00:17","5.5","19:04","97","10","15","3","$1.00M","$0.95M","$0.95M"
"ADAM BOQVIST","","D","23","R","CBJ","46","5","18","23","0.50","23","41","1","9","03:03","64.5","18:38","68","-11","8","2","$2.00M","$2.60M","$2.60M"
"FABIAN ZETTERLUND","","R","24","R","S.J","67","6","17","23","0.34","23","28","1","3","00:49","17.3","13:15","118","-6","14","2","$0.75M","$0.75M","$0.75M"
"NOEL ACCIARI","","C","31","R","PIT","77","14","9","23","0.30","23","24","2","0","00:10","3.4","14:19","102","-4","21","3","$1.25M","$1.25M","$1.25M"
"RYAN MCLEOD","","C","24","L","EDM","57","11","12","23","0.40","23","33","0","0","00:56","18.5","14:11","78","4","18","2","$0.80M","$0.80M","$0.80M"
"DERICK BRASSARD","","L","36","L","","62","13","10","23","0.37","53","30","4","10","01:53","31.0","12:11","92","3","30","0","$0.75M","$0.75M","$0.75M"
"ONDREJ PALAT","","L","32","L","N.J","49","8","15","23","0.47","23","38","1","3","01:33","37.7","15:32","79","5","6","4","$8.25M","$6.00M","$6.00M"
"TRAVIS SANHEIM","","D","27","L","PHI","81","7","16","23","0.28","23","23","1","1","00:32","11.5","20:24","111","-5","40","7","$5.35M","$4.68M","$4.68M"
"CONNOR CLIFTON","","D","28","R","BUF","78","5","18","23","0.29","23","24","0","0","00:06","1.7","17:51","93","20","60","3","$1.00M","$1.00M","$1.00M"
"BRENDEN DILLON","","D","32","L","WPG","82","2","21","23","0.28","23","23","0","0","00:08","2.4","19:35","83","2","76","1","$5.50M","$3.90M","$3.90M"
"LUKE SCHENN","","D","33","R","NSH","70","4","18","22","0.31","22","26","0","0","00:03","1.1","16:21","81","8","84","3","$0.90M","$0.85M","$0.85M"
"OLIVER EKMAN-LARSSON","","D","32","L","FLA","54","2","20","22","0.41","22","33","0","4","01:34","28.8","20:11","90","-24","22","4","$10.50M","$8.25M","$8.25M"
"ALEXANDER ROMANOV","","D","23","L","NYI","76","2","20","22","0.29","22","24","0","0","00:02","0.6","19:27","100","12","43","2","$2.50M","$2.50M","$2.50M"
"EMIL BEMSTROM","","R","24","R","CBJ","55","7","15","22","0.40","22","33","0","6","01:18","29.4","12:07","95","-11","6","1","$0.90M","$0.90M","$0.90M"
"GARNET HATHAWAY","","R","31","R","PHI","84","13","9","22","0.26","22","21","3","0","00:01","0.2","11:48","88","5","69","2","$1.20M","$1.50M","$1.50M"
"TOM WILSON","","R","29","R","WSH","33","13","9","22","0.67","22","55","1","5","01:44","42.0","17:37","82","-13","78","7","$4.10M","$5.17M","$5.17M"
"PAUL STASTNY","","C","37","L","","73","9","13","22","0.30","47","25","3","4","01:35","30.0","11:52","80","4","16","0","$1.50M","$1.50M","$2.00M"
"DANTON HEINEN","","L","28","L","","65","8","14","22","0.34","50","28","0","2","00:46","13.5","10:45","96","-5","12","0","$1.00M","$1.00M","$1.00M"
"QUINTON BYFIELD","","L","21","L","L.A","53","3","19","22","0.42","22","34","0","1","01:17","25.7","14:04","74","13","30","1","$0.93M","$0.89M","$3.54M"
"CASEY CIZIKAS","","C","32","L","NYI","81","6","15","21","0.26","21","21","0","0","00:06","2.2","14:32","111","0","54","4","$2.50M","$2.50M","$2.50M"
"MARCUS FOLIGNO","","L","32","L","MIN","65","7","14","21","0.32","21","26","0","3","01:10","23.8","14:59","83","-6","97","5","$3.10M","$3.10M","$3.10M"
"JONAS SIEGENTHALER","","D","26","L","N.J","80","4","17","21","0.26","21","22","1","1","00:06","2.4","20:09","84","27","44","5","$1.20M","$1.13M","$1.13M"
"COLIN MILLER","","D","30","R","N.J","79","6","15","21","0.27","21","22","3","1","00:13","4.3","16:46","106","23","37","1","$2.00M","$1.85M","$1.85M"
"DENIS MALGIN","","R","26","R","","65","13","8","21","0.32","47","26","1","1","00:39","13.3","10:55","112","4","8","0","$0.75M","$0.75M","$0.75M"
"JESPER BOQVIST","","R","24","L","BOS","70","10","11","21","0.30","21","25","2","0","00:06","2.2","11:36","67","8","2","1","$0.87M","$0.87M","$0.87M"
"KLIM KOSTIN","","L","24","L","DET","57","11","10","21","0.37","21","30","2","0","00:05","1.5","10:04","56","12","66","2","$0.75M","$0.75M","$0.75M"
"PIERRE-OLIVIER JOSEPH","","D","24","L","PIT","75","5","16","21","0.28","21","23","1","3","00:52","15.2","15:15","108","8","44","1","$0.80M","$0.83M","$0.83M"
"MORGAN BARRON","","L","24","L","WPG","70","8","13","21","0.30","21","25","2","1","00:09","2.6","13:15","112","4","31","2","$0.93M","$0.93M","$1.78M"
"ADAM PELECH","","D","29","L","NYI","61","6","15","21","0.34","21","28","0","0","00:07","2.7","21:39","97","16","36","6","$5.75M","$5.75M","$5.75M"
"NIKITA ZADOROV","","D","28","L","CGY","82","14","7","21","0.26","21","21","2","1","00:12","3.8","18:41","130","10","80","1","$3.75M","$3.75M","$3.75M"
"NICKLAS BACKSTROM","","C","35","L","WSH","39","7","14","21","0.54","21","44","0","11","03:00","68.8","16:53","59","-25","14","2","$6.00M","$9.20M","$9.20M"
"TRAVIS HAMONIC","","D","33","R","OTT","75","6","15","21","0.28","21","23","1","1","00:05","1.3","18:34","136","-5","71","2","$3.25M","$3.00M","$3.00M"
"RADEK FAKSA","","C","29","L","DAL","81","11","9","20","0.25","20","20","3","0","00:15","4.9","13:43","88","9","39","2","$4.00M","$3.25M","$3.25M"
"NICK PERBIX","","D","25","R","T.B","69","5","15","20","0.29","20","24","2","0","00:12","3.8","15:24","111","11","22","2","$0.84M","$0.84M","$0.93M"
"DAVID SAVARD","","D","32","R","MTL","62","3","17","20","0.32","20","26","1","0","00:09","3.1","22:23","63","-14","40","2","$4.20M","$3.50M","$3.50M"
"CAM YORK","","D","22","L","PHI","54","2","18","20","0.37","20","30","0","3","01:44","40.2","19:39","42","-1","18","2","$0.93M","$0.88M","$1.31M"
"RYAN MCDONAGH","","D","34","L","NSH","71","2","18","20","0.28","20","23","1","0","00:09","3.0","21:32","78","12","22","3","$5.46M","$6.75M","$6.75M"
"MIKEY ANDERSON","","D","24","L","L.A","77","5","15","20","0.26","20","21","1","1","00:07","2.2","21:40","90","21","40","7","$1.00M","$1.00M","$1.00M"
"TREVOR LEWIS","","R","36","R","L.A","82","9","11","20","0.24","20","20","1","1","00:10","3.1","12:07","144","-7","18","1","$0.80M","$0.80M","$1.00M"
"RAFAEL HARVEY-PINARD","","L","24","L","MTL","34","14","6","20","0.59","20","48","1","4","01:52","40.0","17:14","58","7","10","2","$0.83M","$0.83M","$0.83M"
"WILL BORGEN","","D","26","R","SEA","82","3","17","20","0.24","20","20","1","0","00:04","1.3","16:22","76","11","47","2","$0.90M","$0.90M","$0.90M"
"RYAN LOMBERG","","L","28","L","FLA","82","12","8","20","0.24","20","20","1","0","00:10","2.7","11:19","134","-1","88","1","$0.78M","$0.80M","$0.80M"
"BRETT KULAK","","D","29","L","EDM","82","3","17","20","0.24","20","20","0","0","00:09","3.1","17:31","114","12","41","3","$3.25M","$2.75M","$2.75M"
"DEREK RYAN","","R","36","R","EDM","80","13","7","20","0.25","20","21","0","0","00:07","2.5","11:10","92","11","28","2","$1.25M","$1.25M","$1.25M"
"ADAM RUZICKA","","L","24","L","CGY","44","6","14","20","0.45","20","37","2","6","01:38","31.1","11:35","64","-1","8","1","$0.75M","$0.76M","$0.76M"
"JOE VELENO","","C","23","L","DET","81","9","11","20","0.25","20","20","1","4","00:23","7.2","12:47","85","-14","30","1","$0.83M","$0.89M","$1.21M"
"SEAN KURALY","","C","30","L","CBJ","71","11","9","20","0.28","20","23","0","1","00:08","2.7","15:04","100","-28","68","2","$2.75M","$2.50M","$2.50M"
"RASMUS RISTOLAINEN","","D","28","R","PHI","74","3","17","20","0.27","20","22","0","5","00:46","16.9","19:01","86","-3","32","4","$4.00M","$5.10M","$5.10M"
"JAKE EVANS","","C","27","R","MTL","54","2","17","19","0.35","19","29","0","1","00:06","1.9","14:29","55","-5","28","2","$1.70M","$1.70M","$1.70M"
"HUDSON FASCHING","","R","28","R","NYI","49","10","9","19","0.39","19","32","1","1","00:12","4.8","12:29","61","10","10","2","$0.75M","$0.75M","$0.75M"
"MAX COMTOIS","","L","24","L","","64","9","10","19","0.30","43","24","0","2","01:05","23.7","13:49","89","-21","76","0","$2.55M","$2.04M","$2.04M"
"NATE SCHMIDT","","D","32","L","WPG","71","7","12","19","0.27","19","22","0","5","01:40","29.2","18:28","101","15","8","2","$5.00M","$5.95M","$5.95M"
"NICK BONINO","","C","35","L","NYR","62","10","9","19","0.31","19","25","0","1","01:33","33.7","15:55","91","-5","28","1","$2.05M","$2.05M","$2.05M"
"MATT MARTIN","","L","34","L","NYI","81","7","12","19","0.23","19","19","1","0","00:03","1.1","11:09","82","4","63","1","$1.50M","$1.50M","$1.50M"
"CARL GRUNDSTROM","","L","25","L","L.A","57","12","7","19","0.33","19","27","2","1","00:08","2.5","10:45","90","-4","16","1","$1.30M","$1.30M","$1.30M"
"BEN CHIAROT","","D","32","L","DET","76","5","14","19","0.25","19","21","0","0","00:26","8.0","20:36","110","-30","51","3","$4.25M","$4.75M","$4.75M"
"VLADISLAV GAVRIKOV","","D","27","L","L.A","72","6","13","19","0.26","19","22","2","0","00:23","8.5","21:58","89","4","38","2","$4.20M","$2.80M","$2.80M"
"STEVEN LORENTZ","","R","27","L","FLA","80","10","9","19","0.24","19","19","0","1","00:18","6.7","11:50","111","-18","16","1","$0.95M","$1.05M","$1.05M"
"BROCK MCGINN","","L","29","L","ANA","75","12","7","19","0.25","19","21","3","0","00:02","0.6","13:02","91","-6","21","2","$2.75M","$2.75M","$2.75M"
"ANDREW COGLIANO","","L","36","L","COL","79","10","9","19","0.24","19","20","0","0","00:01","0.3","12:37","85","6","44","1","$1.25M","$1.25M","$1.25M"
"TYLER MOTTE","","R","28","L","T.B","62","8","11","19","0.31","19","25","1","0","00:13","4.1","12:34","109","3","6","1","$1.35M","$1.35M","$1.35M"
"ALEXEY TOROPCHENKO","","L","24","L","STL","69","10","9","19","0.28","19","23","0","0","00:06","1.8","12:05","86","6","12","2","$0.75M","$0.75M","$0.75M"
"MILAN LUCIC","","L","35","L","BOS","77","7","12","19","0.25","19","20","0","0","00:14","4.5","11:18","73","-13","43","1","$4.00M","$6.00M","$6.00M"
"MAX JONES","","L","25","L","ANA","69","9","10","19","0.28","19","23","2","0","00:19","7.0","12:43","107","-21","77","1","$1.29M","$1.30M","$1.30M"
"TANNER JEANNOT","","L","26","L","T.B","76","6","12","18","0.24","18","19","1","0","00:25","8.4","14:15","107","-7","107","2","$0.85M","$0.80M","$0.80M"
"JAKE WALMAN","","D","27","L","DET","63","9","9","18","0.29","18","23","2","2","00:53","17.2","19:43","140","9","45","3","$1.05M","$1.05M","$1.05M"
"RYAN LINDGREN","","D","25","L","NYR","63","1","17","18","0.29","18","23","0","0","00:02","0.6","18:50","75","29","45","1","$3.00M","$3.00M","$3.00M"
"BRADEN SCHNEIDER","","D","22","R","NYR","81","5","13","18","0.22","18","18","1","0","00:03","1.1","15:43","79","9","16","1","$0.93M","$0.93M","$1.33M"
"CONNOR DEWAR","","C","24","L","MIN","81","6","12","18","0.22","18","18","0","0","00:04","1.5","10:58","87","-5","50","1","$0.75M","$0.80M","$0.80M"
"KEEGAN KOLESAR","","R","26","R","VGK","74","8","10","18","0.24","18","20","0","0","00:01","0.6","11:28","63","6","68","2","$1.40M","$1.40M","$1.40M"
"TIMOTHY LILJEGREN","","D","24","R","TOR","67","6","12","18","0.27","18","22","0","1","00:29","10.4","17:55","84","25","30","1","$1.30M","$1.40M","$1.40M"
"MARC-EDOUARD VLASIC","","D","36","L","S.J","78","1","17","18","0.23","18","19","0","0","00:04","1.4","17:28","67","-14","16","3","$7.25M","$7.00M","$7.00M"
"JUSTIN HOLL","","D","31","R","DET","80","2","16","18","0.23","18","18","1","0","00:03","1.1","20:14","60","15","39","3","$2.00M","$2.00M","$2.00M"
"CALLE ROSEN","","D","29","L","STL","49","8","10","18","0.37","18","30","2","0","00:16","5.5","15:36","62","19","8","1","$0.75M","$0.76M","$0.76M"
"DEREK GRANT","","L","33","L","","46","5","13","18","0.39","50","32","0","2","01:05","25.0","14:51","72","-4","26","0","$1.75M","$1.50M","$1.50M"
"TOMAS NOSEK","","L","31","L","N.J","66","7","11","18","0.27","18","22","1","0","00:02","0.7","12:33","69","9","48","1","$2.00M","$1.75M","$1.75M"
"MATHIEU JOSEPH","","L","26","L","OTT","56","3","15","18","0.32","18","26","0","3","00:35","9.5","14:01","66","5","36","3","$2.50M","$2.95M","$2.95M"
"PHILIP TOMASINO","","L","22","R","NSH","31","5","13","18","0.58","18","48","0","6","02:14","46.1","15:36","54","5","6","1","$0.83M","$0.86M","$1.01M"
"KAIDEN GUHLE","","D","21","L","MTL","44","4","14","18","0.41","18","34","0","0","00:35","11.3","20:31","48","-19","27","2","$0.93M","$0.86M","$1.28M"
"JOHN MARINO","","D","26","R","N.J","64","4","14","18","0.28","18","23","0","0","00:16","5.8","21:04","67","21","20","4","$3.50M","$4.40M","$4.40M"
"PAUL COTTER","","L","23","L","VGK","55","13","5","18","0.33","18","27","1","0","00:20","8.1","12:50","76","-5","15","3","$0.75M","$0.76M","$0.80M"
"ZEMGUS GIRGENSONS","","L","29","L","BUF","80","10","8","18","0.23","18","18","0","1","00:04","1.2","12:59","114","-5","14","1","$2.40M","$2.20M","$2.20M"
"ADAM ERNE","","L","28","L","","61","8","10","18","0.30","42","24","2","0","00:02","0.5","13:23","55","-13","21","1","$2.40M","$2.10M","$2.10M"
"ERIK BRANNSTROM","","D","24","L","OTT","74","2","16","18","0.24","18","20","0","1","00:46","12.2","16:07","74","5","38","1","$0.90M","$0.90M","$0.90M"
"RADKO GUDAS","","D","33","R","ANA","72","2","15","17","0.24","17","19","0","0","00:10","2.9","17:22","110","12","79","3","$2.50M","$2.50M","$2.50M"
"TYLER MYERS","","D","33","R","VAN","78","1","16","17","0.22","17","18","0","0","00:13","3.9","20:54","100","-15","76","1","$5.00M","$6.00M","$6.00M"
"COLE SMITH","","R","27","L","NSH","69","4","13","17","0.25","17","20","1","0","00:03","1.0","12:45","64","-3","60","1","$0.75M","$0.75M","$0.75M"
"NOAH GREGOR","","L","25","L","","57","10","7","17","0.30","41","24","1","0","00:22","8.1","12:58","119","-9","32","1","$0.95M","$0.95M","$0.95M"
"IAN COLE","","D","34","L","VAN","78","3","14","17","0.22","17","18","0","0","00:03","0.9","19:23","109","12","61","1","$3.00M","$3.00M","$3.00M"
"JORDAN HARRIS","","D","23","L","MTL","65","4","13","17","0.26","17","21","0","1","00:04","1.2","18:39","70","-3","26","2","$0.84M","$0.84M","$1.14M"
"BRAYDEN MCNABB","","D","32","L","VGK","82","1","16","17","0.21","17","17","0","0","00:03","1.0","19:51","90","17","51","2","$3.60M","$2.85M","$2.85M"
"MASON SHAW","","L","24","L","","59","7","10","17","0.29","41","24","0","0","00:10","3.3","11:17","92","-1","79","0","$0.75M","$0.75M","$0.75M"
"DENIS GURIANOV","","R","26","L","NSH","66","7","10","17","0.26","17","21","0","3","01:12","26.2","13:12","116","-9","10","1","$2.90M","$2.90M","$2.90M"
"SEAN MONAHAN","","C","29","L","MTL","25","6","11","17","0.68","17","56","0","4","03:09","62.0","17:22","55","-5","16","1","$6.00M","$6.38M","$6.38M"
"SHELDON DRIES","","C","29","L","VAN","63","11","6","17","0.27","17","22","0","5","01:27","26.5","11:32","94","-9","29","1","$0.75M","$0.76M","$0.76M"
"NICOLAS HAGUE","","D","24","L","VGK","81","3","14","17","0.21","17","17","1","0","00:04","1.5","18:05","103","7","51","2","$2.70M","$2.29M","$2.29M"
"OLIVER WAHLSTROM","","R","23","R","NYI","35","7","9","16","0.46","16","37","1","1","01:04","20.6","12:10","70","5","32","1","$0.83M","$0.89M","$1.43M"
"TEDDY BLUEGER","","C","29","L","VAN","63","4","12","16","0.25","16","21","1","0","00:05","1.6","12:55","85","-9","30","1","$2.40M","$2.20M","$2.20M"
"NILS AMAN","","L","23","L","VAN","68","4","12","16","0.24","16","19","1","0","00:05","1.5","12:42","50","-12","18","1","$0.84M","$0.88M","$0.93M"
"BRANDON CARLO","","D","26","R","BOS","75","3","13","16","0.21","16","17","0","0","00:01","0.4","18:50","94","44","38","4","$3.50M","$4.10M","$4.10M"
"JANI HAKANPAA","","D","31","R","DAL","82","6","10","16","0.20","16","16","1","0","00:03","1.1","19:20","86","18","60","1","$1.50M","$1.50M","$1.50M"
"CALEB JONES","","D","26","L","COL","73","4","12","16","0.22","16","18","1","4","01:33","32.7","19:13","86","-19","40","1","$1.35M","$1.35M","$1.35M"
"BORIS KATCHOUK","","L","25","L","CHI","58","5","11","16","0.28","16","23","2","0","00:28","9.3","12:05","68","-10","27","1","$0.75M","$0.76M","$0.76M"
"ETHAN BEAR","","D","26","R","","61","3","13","16","0.26","38","22","1","0","00:08","2.6","18:32","75","5","25","0","$2.20M","$2.20M","$2.20M"
"JAKUB VRANA","","L","27","L","STL","25","11","5","16","0.64","16","52","2","4","02:12","42.7","14:33","63","3","10","1","$5.25M","$5.25M","$5.25M"
"DMITRY KULIKOV","","D","32","L","FLA","67","3","13","16","0.24","16","20","0","0","00:02","0.8","19:28","84","-12","34","1","$2.25M","$2.25M","$2.25M"
"JESSE YLONEN","","R","24","R","MTL","37","6","10","16","0.43","16","35","1","1","01:07","24.5","13:27","43","-11","0","1","$0.93M","$0.88M","$0.93M"
"JOSH LEIVO","","L","30","R","","51","4","12","16","0.31","42","26","0","0","00:41","13.4","11:53","91","0","25","0","$0.75M","$0.75M","$0.75M"
"ERIK CERNAK","","D","26","R","T.B","70","2","14","16","0.23","16","19","0","0","00:05","1.7","19:14","87","9","53","7","$4.43M","$2.95M","$2.95M"
"CRAIG SMITH","","L","34","R","DAL","64","9","7","16","0.25","16","21","2","1","00:19","6.5","11:00","104","5","18","1","$4.30M","$3.10M","$3.10M"
"NICK HOLDEN","","D","36","L","","65","2","14","16","0.25","36","20","0","0","00:02","0.7","16:42","73","0","10","0","$1.30M","$1.30M","$1.30M"
"JOSH MAHURA","","D","25","L","FLA","82","4","12","16","0.20","16","16","1","0","00:13","3.8","14:02","78","16","48","1","$0.75M","$0.75M","$0.75M"
"JESSE PULJUJARVI","","R","25","R","","75","5","11","16","0.21","33","17","1","0","00:41","13.8","12:14","125","-13","32","0","$3.00M","$3.00M","$3.00M"
"NILS LUNDKVIST","","D","23","R","DAL","60","6","10","16","0.27","16","22","2","3","01:22","27.3","16:19","94","-5","26","1","$0.93M","$0.93M","$1.78M"
"TYLER PITLICK","","R","31","R","NYR","61","7","9","16","0.26","16","22","0","0","00:04","1.4","10:05","54","-1","14","1","$0.75M","$0.75M","$0.75M"
"MASON APPLETON","","R","27","R","WPG","41","5","11","16","0.39","16","32","0","1","00:12","3.3","16:01","71","2","8","2","$2.00M","$2.17M","$2.17M"
"MARTIN FEHERVARY","","D","24","L","WSH","67","6","10","16","0.24","16","20","1","0","00:04","1.5","20:00","91","-11","31","3","$0.83M","$0.79M","$0.88M"
"MARC STAAL","","D","36","L","PHI","82","3","12","15","0.18","15","15","0","0","00:03","0.8","18:12","55","10","43","1","$0.75M","$0.75M","$0.75M"
"MATHIEU OLIVIER","","R","26","R","CBJ","66","5","10","15","0.23","15","19","1","0","00:01","0.2","11:38","75","-20","81","2","$0.75M","$0.75M","$0.75M"
"WADE ALLISON","","R","26","R","PHI","60","9","6","15","0.25","15","21","2","0","00:17","6.0","12:54","89","-3","36","1","$0.75M","$0.79M","$0.79M"
"RASMUS KUPARI","","C","23","R","WPG","66","3","12","15","0.23","15","19","0","0","00:03","1.0","10:06","53","-5","12","2","$0.83M","$0.86M","$1.05M"
"JUSTIN BARRON","","D","21","R","MTL","39","4","11","15","0.38","15","32","1","2","00:58","19.8","16:18","40","-2","20","1","$0.93M","$0.93M","$1.16M"
"MICHAEL EYSSIMONT","","R","27","L","T.B","54","5","10","15","0.28","15","23","0","0","00:39","13.9","12:15","124","3","63","2","$0.75M","$0.75M","$0.75M"
"COLIN WHITE","","R","26","R","","68","8","7","15","0.22","33","18","0","0","00:33","9.5","09:38","64","-1","12","2","$1.20M","$1.20M","$1.20M"
"REM PITLICK","","L","26","L","PIT","46","6","9","15","0.33","15","27","1","1","00:59","19.2","12:55","30","-15","22","1","$1.10M","$1.10M","$1.10M"
"RYAN REAVES","","R","36","R","TOR","73","5","10","15","0.21","15","17","0","0","00:01","0.4","09:19","48","-6","43","3","$1.75M","$1.75M","$1.75M"
"LUKAS REICHEL","","C","21","L","CHI","23","7","8","15","0.65","15","53","0","3","02:18","46.8","16:22","42","-8","6","1","$0.93M","$0.93M","$1.34M"
"MICHAEL PEZZETTA","","C","25","L","MTL","63","7","8","15","0.24","15","20","0","1","00:02","0.7","09:19","70","-4","77","2","$0.75M","$0.75M","$0.75M"
"CARSON SOUCY","","D","29","L","VAN","78","3","12","15","0.19","15","16","0","0","00:11","3.7","16:18","87","18","68","3","$3.50M","$2.75M","$2.75M"
"ALIAKSEI PROTAS","","R","22","L","WSH","58","4","11","15","0.26","15","21","0","0","00:06","2.0","11:31","83","-8","12","1","$0.75M","$0.79M","$0.89M"
"LUKE EVANGELISTA","","R","21","R","NSH","24","7","8","15","0.63","15","51","1","2","03:13","66.7","16:34","54","7","6","2","$0.84M","$0.80M","$0.90M"
"JAKE MIDDLETON","","D","27","L","MIN","79","3","12","15","0.19","15","16","0","0","00:06","2.1","19:02","79","15","72","2","$2.80M","$2.45M","$2.45M"
"NATHAN BASTIAN","","R","25","R","N.J","43","6","9","15","0.35","15","29","1","0","00:57","21.8","12:26","62","7","31","2","$0.88M","$0.83M","$0.83M"
"DYLAN GUENTHER","","R","20","R","ARI","33","6","9","15","0.45","15","37","1","6","01:54","36.3","13:07","53","-7","10","2","$0.93M","$0.89M","$1.74M"
