"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"461","Roope Hintz","DAL","C","73","929.48333333333","21","22","16","6","43","74.14","133","15.79","15.6","219","174","153","80","9","16","26","13","13","0","0","14","28","19","43","69","39","226","202","52.80"
"570","Jesper Bratt","N.J","L","82","1110.9166666667","20","23","14","9","43","68.25","159","12.58","16.91","290","235","189","86","26","36","4","2","2","0","0","8","37","35","22","52","22","0","0","-"
"37","Claude Giroux","OTT","R","82","1138.7333333333","23","19","14","5","42","73.68","149","15.44","15","241","205","149","77","15","10","28","14","14","0","0","19","26","40","66","47","25","410","274","59.94"
"434","Kyle Connor","WPG","L","82","1246.7","20","22","14","8","42","70.00","170","11.76","18.97","299","235","215","99","10","21","18","9","9","0","0","8","29","36","42","57","21","2","5","28.57"
"440","Vince Dunn","SEA","D","81","1551.5833333333","13","29","12","17","42","40.78","121","10.74","6.38","260","179","83","10","2","16","51","23","22","1","0","21","47","41","106","94","66","0","0","-"
"561","Jordan Kyrou","STL","C","79","1118.7","22","20","12","8","42","75.00","200","11.00","15.96","337","261","188","56","17","10","16","8","8","0","0","11","48","50","12","78","32","4","9","30.77"
"43","Alex Killorn","T.B","L","82","1023.55","19","22","11","11","41","70.69","92","20.65","10.73","163","122","114","59","16","11","35","16","15","1","0","15","45","31","57","94","18","0","1","0.00"
"44","Jamie Benn","DAL","L","82","909.55","17","24","11","13","41","69.49","124","13.71","13.23","225","163","130","60","6","22","28","11","9","2","0","20","36","40","88","51","29","348","212","62.14"
"70","Steven Stamkos","T.B","C","81","1113.25","16","25","16","9","41","65.08","132","12.12","15.66","229","179","171","80","26","24","38","19","19","0","0","15","36","21","85","74","47","333","271","55.13"
"106","Brayden Schenn","STL","C","82","1155.8166666667","12","29","16","13","41","80.39","100","12.00","10.04","180","140","115","45","2","8","38","16","14","2","0","15","38","35","134","58","31","354","419","45.80"
"504","Troy Terry","ANA","R","70","1073.3166666667","13","28","16","12","41","75.93","124","10.48","13.89","239","188","160","66","9","28","18","9","9","0","0","28","24","38","9","83","22","1","0","100.00"
"640","Nick Suzuki","MTL","C","82","1213.5166666667","14","27","15","12","41","64.06","104","13.46","9.7","181","137","98","43","9","13","29","9","7","1","1","19","41","34","44","61","46","476","536","47.04"
"801","Trevor Zegras","ANA","C","81","1217.8666666667","16","25","18","7","41","71.93","138","11.59","11.84","271","192","153","47","5","19","68","26","24","0","2","26","56","27","35","85","29","219","321","40.56"
"8","Joe Pavelski","DAL","C","82","1111.45","12","28","17","11","40","56.34","111","10.81","13.85","211","157","148","84","4","26","4","2","2","0","0","23","46","29","90","55","57","287","255","52.95"
"10","Alex Ovechkin","WSH","L","73","1041.0833333333","20","20","11","9","40","75.47","180","11.11","18.74","329","243","196","81","12","35","42","16","15","0","1","8","42","20","179","29","22","4","4","50.00"
"14","David Krejci","BOS","C","70","941.06666666667","12","28","19","9","40","68.97","75","16.00","8.97","135","110","100","45","4","5","16","8","8","0","0","10","29","14","39","61","30","293","336","46.58"
"142","Tyler Toffoli","CGY","R","82","996.06666666667","19","21","8","13","40","68.97","191","9.95","16.82","323","259","172","65","8","26","18","9","9","0","0","13","26","32","52","49","12","5","3","62.50"
"189","Vincent Trocheck","NYR","C","82","1205.5666666667","10","30","21","9","40","72.73","145","6.90","16.3","273","223","176","87","9","17","56","25","23","2","0","20","50","47","176","91","36","508","423","54.56"
"212","Mika Zibanejad","NYR","C","82","1093.9","16","24","17","7","40","78.43","123","13.01","12.65","206","174","121","60","8","14","14","7","7","0","0","19","48","37","66","63","31","500","503","49.85"
"345","Josh Morrissey","WPG","D","78","1473.35","12","28","19","9","40","53.33","127","9.45","7.6","274","185","99","19","3","18","37","17","16","1","0","15","53","28","80","65","105","0","0","-"
"914","Matty Beniers","SEA","C","80","1086.8","17","23","12","11","40","63.49","109","15.60","13.38","200","165","127","62","10","9","2","1","1","0","0","22","38","46","77","139","46","354","493","41.79"
"186","Johnny Gaudreau","CBJ","L","80","1204.6666666667","13","26","15","11","39","72.22","157","8.28","15.55","277","215","163","53","14","22","12","6","6","0","0","21","34","45","5","26","16","0","0","-"
"208","Ryan Nugent-Hopkins","EDM","C","82","1093.2333333333","16","23","11","12","39","61.90","117","13.68","14.53","199","163","142","63","7","16","31","13","12","1","0","8","20","47","41","57","19","230","275","45.54"
"213","Mark Scheifele","WPG","C","81","1261.2333333333","25","14","7","7","39","69.64","127","19.69","15.35","218","174","166","82","6","10","21","9","8","1","0","24","34","52","42","93","34","441","476","48.09"
"373","Kevin Fiala","L.A","L","69","940.51666666667","9","30","19","11","39","76.47","144","6.25","13.75","239","184","154","69","21","22","38","19","19","0","0","19","31","17","47","78","16","8","8","50.00"
"439","Jack Eichel","VGK","C","67","956.16666666667","20","19","10","9","39","69.64","156","12.82","12.29","243","191","123","53","10","14","6","3","3","0","0","15","50","43","58","76","45","305","366","45.45"
"456","Dylan Strome","WSH","C","81","1036.4833333333","17","22","11","11","39","69.64","114","14.91","15.7","204","161","153","73","6","26","20","10","10","0","0","6","33","41","19","38","38","419","449","48.27"
"629","Casey Mittelstadt","BUF","C","82","1035.65","9","30","21","9","39","72.22","104","8.65","9.59","174","136","109","41","8","10","16","4","3","0","1","14","30","45","29","105","15","248","301","45.17"
"799","Dylan Cozens","BUF","C","81","949.18333333333","21","18","13","5","39","76.47","148","14.19","16.55","231","191","175","75","13","26","29","13","12","1","0","20","12","23","51","78","25","411","421","49.40"
"342","Bo Horvat","NYI, VAN","C","79","1152.5833333333","19","19","13","6","38","71.70","141","13.48","15.23","219","185","144","82","4","9","18","9","9","0","0","16","31","31","55","55","46","595","484","55.14"
"380","Nick Schmaltz","ARI","C","63","940.76666666667","15","23","11","12","38","73.08","84","17.86","8.46","176","131","93","29","7","14","16","8","8","0","0","12","43","52","9","47","26","9","20","31.03"
"590","Brandon Hagel","T.B","L","81","1112.2166666667","17","21","10","11","38","64.41","131","12.98","16.39","231","180","177","90","29","12","46","19","18","0","1","22","40","67","54","155","43","20","52","27.78"
"102","John Tavares","TOR","C","80","1062.3666666667","16","21","11","10","37","71.15","160","10.00","20.61","290","236","216","114","4","25","30","15","15","0","0","8","43","41","106","98","32","508","371","57.79"
"108","Nazem Kadri","CGY","C","82","1082.65","13","24","14","10","37","69.81","184","7.07","16.27","345","266","181","62","16","22","42","17","16","0","1","37","36","32","96","120","26","456","527","46.39"
"141","Jason Zucker","PIT","L","78","1077.0333333333","24","13","7","6","37","68.52","176","13.64","21.33","296","247","187","112","6","23","43","15","13","1","1","22","32","33","189","107","28","2","10","16.67"
"231","Yanni Gourde","SEA","C","81","1129.7333333333","7","30","16","14","37","62.71","118","5.93","11.84","205","167","116","64","7","18","65","23","19","3","1","27","26","52","108","97","42","408","424","49.04"
"305","Pavel Buchnevich","STL","L","63","865.45","18","19","14","5","37","69.81","90","20.00","10.07","155","124","107","47","5","12","32","12","11","0","1","4","19","21","48","44","15","54","135","28.57"
"306","Jake Guentzel","PIT","L","78","1186.1666666667","16","21","16","5","37","62.71","150","10.67","18.34","295","215","208","105","6","25","42","20","20","0","0","28","36","33","75","129","40","6","7","46.15"
"450","Sebastian Aho","CAR","C","75","999.83333333333","22","15","13","2","37","69.81","147","14.97","17.72","245","209","159","100","11","18","40","20","20","0","0","26","42","43","47","69","15","362","389","48.20"
"540","Dillon Dube","CGY","C","82","994.26666666667","13","24","12","12","37","72.55","111","11.71","11.83","195","153","134","55","4","16","45","17","15","1","1","18","19","20","115","129","18","26","31","45.61"
"871","Dawson Mercer","N.J","C","82","1089.3666666667","20","17","12","5","37","67.27","132","15.15","16.94","225","175","156","84","19","24","10","5","5","0","0","6","33","15","32","79","51","61","83","42.36"
"52","Logan Couture","S.J","C","82","1042.0333333333","14","22","13","9","36","70.59","112","12.50","12.18","199","160","133","75","20","21","13","5","4","1","0","6","24","50","119","60","46","518","528","49.52"
"59","Mikael Backlund","CGY","C","82","1090.5","13","23","14","9","36","66.67","186","6.99","17.53","313","248","169","70","9","25","30","14","14","0","0","8","28","50","85","61","23","545","501","52.10"
"209","Jonathan Huberdeau","CGY","C","79","1029.4833333333","10","26","16","10","36","72.00","86","11.63","10.52","149","119","104","52","8","12","26","13","13","0","0","21","46","27","62","55","25","3","8","27.27"
"214","Dougie Hamilton","N.J","D","82","1422.55","13","23","11","12","36","44.44","208","6.25","9.03","411","287","152","28","48","31","44","22","22","0","0","6","65","18","58","71","74","0","0","-"
"335","Aleksander Barkov","FLA","C","68","911.61666666667","12","24","13","11","36","67.92","123","9.76","12.89","199","161","130","62","4","22","6","3","3","0","0","12","27","39","45","68","30","432","380","53.20"
"387","Ivan Barbashev","STL, VGK","C","82","1122.6833333333","12","24","12","12","36","67.92","95","12.63","11.63","171","133","131","64","6","12","38","15","13","2","0","22","37","43","178","107","38","50","74","40.32"
"406","Michael Bunting","TOR","L","82","1112.8333333333","14","22","16","6","36","55.38","138","10.14","19.76","243","205","176","98","5","30","99","40","37","1","2","41","37","47","83","90","18","1","1","50.00"
"444","Timo Meier","N.J, S.J","R","78","1181.95","22","14","9","5","36","60.00","234","9.40","25.07","443","339","283","119","42","44","41","19","18","1","0","24","53","50","143","113","31","20","35","36.36"
"645","Morgan Frost","PHI","C","81","1071.65","16","20","9","11","36","76.60","120","13.33","11.86","214","162","136","68","4","27","18","9","9","0","0","13","17","30","83","52","49","370","436","45.91"
"116","Tomas Tatar","N.J","L","82","1069.2333333333","15","20","7","13","35","57.38","126","11.90","16.61","231","179","162","82","20","27","24","12","12","0","0","8","28","33","56","79","26","13","21","38.24"
"224","Rickard Rakell","PIT","R","82","1199.9833333333","16","19","6","13","35","57.38","170","9.41","20.83","302","237","190","100","6","27","8","4","4","0","0","11","35","26","131","143","50","6","7","46.15"
"338","Elias Lindholm","CGY","C","80","994.28333333333","10","25","15","10","35","67.31","100","10.00","11.56","203","148","116","48","2","20","8","4","4","0","0","11","29","31","73","57","37","621","455","57.71"
"428","Andrew Mangiapane","CGY","L","82","1067.5333333333","15","20","13","7","35","60.34","141","10.64","18.38","261","197","188","91","18","18","30","15","15","0","0","18","31","36","77","68","24","3","8","27.27"
"458","Brock Boeser","VAN","R","74","998.36666666667","10","25","13","12","35","66.04","118","8.47","10.18","201","153","124","46","2","11","16","8","8","0","0","7","17","23","46","22","29","14","27","34.15"
"642","Robert Thomas","STL","C","73","1022.8","9","26","17","9","35","60.34","66","13.64","7.33","113","94","84","38","1","6","18","9","9","0","0","11","24","56","14","57","25","477","415","53.48"
"652","Martin Necas","CAR","C","82","1136.9833333333","13","22","19","3","35","58.33","167","7.78","15.21","293","235","174","66","10","21","28","14","14","0","0","22","45","40","54","97","19","146","176","45.34"
"665","Filip Chytil","NYR","C","74","934.7","17","18","13","5","35","72.92","155","10.97","15.08","274","212","173","75","11","16","28","13","13","0","0","15","29","29","35","92","32","219","336","39.46"
"711","Joel Farabee","PHI","L","82","1094.95","15","20","9","11","35","64.81","114","13.16","10.77","210","154","117","53","3","24","39","15","12","3","0","17","33","23","65","98","37","16","21","43.24"
"104","Matt Duchene","NSH","C","71","1000.15","12","22","11","11","34","66.67","103","11.65","10.88","203","154","132","51","13","18","26","8","7","0","1","12","44","32","23","59","28","96","79","54.86"
"115","Reilly Smith","VGK","R","78","988.1","11","23","14","9","34","72.34","111","9.91","11.47","199","155","126","57","8","7","14","7","7","0","0","8","28","27","56","83","26","2","2","50.00"
"144","Charlie Coyle","BOS","C","82","1070.1166666667","15","19","10","9","34","66.67","119","12.61","13.07","211","165","144","74","8","17","26","13","13","0","0","21","33","38","61","63","49","431","381","53.08"
"226","Jonathan Marchessault","VGK","C, R","76","1050.6666666667","16","18","11","7","34","70.83","164","9.76","15.48","298","224","160","64","19","19","19","8","7","1","0","7","21","38","64","80","16","21","33","38.89"
"310","Oliver Bjorkstrand","SEA","R","81","1046.85","15","19","10","9","34","69.39","156","9.62","15.76","283","237","158","54","3","20","14","7","7","0","0","12","19","50","60","93","37","15","35","30.00"
"385","Adrian Kempe","L.A","C, R","82","1100.05","22","12","8","4","34","68.00","170","12.94","13.76","299","227","164","60","18","22","41","19","18","1","0","15","27","17","105","53","26","14","33","29.79"
"402","Devon Toews","COL","D","80","1498.8166666667","6","28","10","18","34","43.04","134","4.48","5.94","254","174","74","17","6","18","22","10","10","0","0","12","29","40","73","53","105","0","0","-"
"526","Adam Fox","NYR","D","82","1435.05","8","26","12","14","34","49.28","101","7.92","6.76","207","138","100","27","3","12","20","10","10","0","0","13","58","65","19","85","93","0","0","-"
"674","Eetu Luostarinen","FLA","C","82","1011.8833333333","15","19","7","12","34","60.71","113","13.27","14.53","209","158","162","85","6","24","22","10","10","0","0","13","33","39","55","107","35","149","210","41.50"
"56","Patrick Kane","CHI, NYR","R","73","1097.4333333333","16","17","10","7","33","67.35","148","10.81","11.67","243","193","123","42","6","9","10","5","5","0","0","8","46","28","13","29","18","0","0","-"
"148","Justin Faulk","STL","D","82","1487.05","7","26","14","12","33","44.00","144","4.86","6.35","263","182","82","17","2","10","28","14","14","0","0","6","47","39","107","63","112","0","0","-"
"205","William Karlsson","VGK","C","82","1075","8","25","10","15","33","70.21","116","6.90","12.9","211","171","137","56","11","20","10","5","5","0","0","12","23","31","41","115","33","481","380","55.87"
"248","Tomas Hertl","S.J","C","79","1169.2833333333","13","20","10","10","33","62.26","119","10.92","14.99","238","170","163","89","22","23","36","18","18","0","0","15","29","43","88","64","56","582","495","54.04"
"392","Brandon Montour","FLA","D","80","1416.9","11","22","11","11","33","39.76","163","6.75","9.64","302","229","104","31","10","23","79","22","17","1","4","18","43","27","86","70","71","0","0","-"
"476","Lawson Crouse","ARI","L","77","1003.75","14","19","12","7","33","67.35","121","11.57","10.82","205","161","140","53","5","19","27","12","11","1","0","10","27","22","178","52","41","23","33","41.07"
"480","Joel Eriksson Ek","MIN","C","78","951.61666666667","7","26","16","10","33","84.62","146","4.79","13.24","256","202","133","83","12","23","26","13","13","0","0","11","9","34","102","97","36","416","449","48.09"
"502","Kirill Kaprizov","MIN","L","67","1039.0333333333","18","15","9","6","33","75.00","138","13.04","14.78","293","206","168","64","5","16","29","13","12","1","0","21","37","46","59","93","24","0","0","-"
"571","Mikhail Sergachev","T.B","D","79","1422.6","7","26","15","11","33","45.83","120","5.83","6.08","279","177","97","17","32","21","49","23","22","1","0","10","39","44","108","123","97","0","0","-"
"639","Owen Tippett","PHI","R","77","1071.35","16","17","11","6","33","63.46","169","9.47","15.45","309","236","173","73","8","23","12","6","6","0","0","15","18","35","119","92","62","17","11","60.71"
"726","Andrei Svechnikov","CAR","R","64","889.65","17","16","10","6","33","73.33","141","12.06","15.12","281","215","145","61","6","26","59","24","22","1","1","21","38","33","133","73","16","3","5","37.50"
"731","Rasmus Dahlin","BUF","D","78","1529.2833333333","9","24","14","10","33","40.24","144","6.25","8.22","263","185","105","27","3","17","74","33","32","0","1","15","47","39","90","125","110","0","0","-"
"893","Alexander Barabanov","S.J","L","68","978.95","12","21","13","8","33","68.75","90","13.33","12.9","163","125","126","73","16","16","16","8","8","0","0","9","31","28","35","89","30","1","2","33.33"
"926","Wyatt Johnston","DAL","C","82","1066.2833333333","21","12","8","4","33","61.11","128","16.41","15.32","232","167","159","83","8","26","18","9","9","0","0","4","45","44","20","67","27","135","177","43.27"
"12","Blake Wheeler","WPG","R","72","940.31666666667","7","25","15","10","32","76.19","94","7.45","11.22","192","145","120","57","4","18","36","18","18","0","0","10","21","41","46","55","27","55","47","53.92"
"29","Brad Marchand","BOS","L","73","924.3","10","22","16","6","32","68.09","121","8.26","12.49","215","164","141","60","6","12","54","27","27","0","0","35","51","33","69","82","16","11","25","30.56"
"152","Kevin Hayes","PHI","C","81","1131.0666666667","10","22","19","3","32","71.11","168","5.95","14.22","291","233","132","59","7","26","21","9","8","1","0","12","30","34","48","44","21","262","277","48.61"
"168","Nino Niederreiter","NSH, WPG","R","78","1011.7666666667","19","13","6","7","32","69.57","140","13.57","15.2","239","182","159","83","11","19","20","9","9","0","0","22","20","31","151","109","29","6","2","75.00"
"194","Blake Coleman","CGY","C","82","1104.0833333333","12","20","12","8","32","72.73","165","7.27","19.34","294","230","198","103","4","28","50","23","23","0","0","20","29","29","101","76","33","19","21","47.50"
"211","Ryan Strome","ANA","C","82","1132.3833333333","10","22","10","12","32","68.09","98","10.20","10.48","155","126","88","49","7","18","66","26","23","2","1","10","45","22","27","46","24","320","428","42.78"
"375","Dylan Larkin","DET","C","80","1034.5333333333","9","23","16","7","32","69.57","130","6.92","10.77","269","195","127","41","8","24","39","14","12","1","1","15","35","38","42","52","23","441","391","53.00"
"408","Gustav Forsling","FLA","D","82","1487.6","12","20","14","6","32","40.51","170","7.06","7.19","345","224","102","15","8","24","32","16","16","0","0","9","38","29","61","97","51","0","0","-"
"455","Travis Konecny","PHI","R","60","850.38333333333","17","15","11","4","32","86.49","135","12.59","12.5","242","183","141","62","8","19","55","22","20","1","1","30","20","29","43","70","28","18","22","45.00"
"472","Daniel Sprong","SEA","R","66","618.81666666667","15","17","14","3","32","80.00","109","13.76","8.93","203","154","93","33","4","11","14","7","7","0","0","6","18","20","32","38","17","2","3","40.00"
"810","Kaapo Kakko","NYR","R","82","1111.15","15","17","11","6","32","61.54","109","13.76","12.93","199","154","130","62","3","17","8","4","4","0","0","13","26","40","25","85","24","1","2","33.33"
"7","Patrice Bergeron","BOS","C","78","882.36666666667","14","17","8","9","31","67.39","165","8.48","16.96","279","223","179","78","6","16","8","4","4","0","0","11","13","30","58","61","30","665","398","62.56"
"38","Jordan Staal","CAR","C","81","1044.25","15","16","6","10","31","68.89","107","14.02","12.63","175","146","132","73","4","15","24","12","12","0","0","9","28","25","142","87","27","602","468","56.26"
"71","Alex Pietrangelo","VGK","D","73","1297.6","7","24","10","14","31","49.21","130","5.38","4.86","246","174","58","11","5","12","10","5","5","0","0","4","42","45","56","154","132","0","0","-"
"79","Roman Josi","NSH","D","67","1289","8","23","15","8","31","49.21","163","4.91","8.94","356","222","137","29","5","25","34","17","17","0","0","15","25","20","43","104","118","0","0","-"
"130","Anders Lee","NYI","L","82","1100.2333333333","20","11","7","4","31","57.41","168","11.90","23.09","262","233","201","126","7","30","38","16","14","2","0","20","29","23","120","91","48","24","21","53.33"
"143","Evgeny Kuznetsov","WSH","C","81","1043.8666666667","6","25","17","8","31","67.39","102","5.88","8.33","194","140","100","31","3","11","48","24","24","0","0","12","44","36","37","23","17","422","470","47.31"
"154","Vladimir Tarasenko","NYR, STL","R","69","940.71666666667","12","19","10","9","31","67.39","112","10.71","11.72","203","155","140","49","3","13","8","4","4","0","0","17","22","23","72","62","34","0","2","0.00"
"164","Tyler Seguin","DAL","C","76","955.78333333333","10","21","10","11","31","75.61","134","7.46","14","220","183","149","66","7","19","20","10","10","0","0","12","22","22","75","41","18","378","308","55.10"
"217","J.T. Miller","VAN","C","81","1108.75","11","20","14","6","31","77.50","117","9.40","11","209","158","125","52","4","17","48","18","14","4","0","21","29","46","188","61","32","311","253","55.14"
"265","Jordan Martinook","CAR","L","82","1085.35","11","20","14","6","31","60.78","150","7.33","17.55","284","229","174","92","11","35","61","29","28","1","0","19","18","38","78","116","23","27","30","47.37"
"340","Darnell Nurse","EDM","D","82","1524.1833333333","7","24","12","12","31","42.47","165","4.24","7.35","342","226","99","16","9","25","60","26","24","2","0","10","61","33","132","75","108","0","0","-"
"344","Max Domi","CHI, DAL","C","80","1123.2833333333","7","24","17","7","31","67.39","106","6.60","9.97","195","150","119","48","5","19","76","23","18","2","3","15","41","54","20","31","22","439","379","53.67"
"500","Conor Garland","VAN","R","81","1045.4","12","19","9","10","31","77.50","140","8.57","11.65","227","190","137","44","8","16","31","10","8","1","1","26","29","43","45","80","17","2","8","20.00"
"713","Quinn Hughes","VAN","D","78","1469.2","4","27","13","14","31","38.27","95","4.21","3.95","227","135","69","10","6","9","24","12","12","0","0","18","33","41","25","85","63","0","0","-"
"720","K'Andre Miller","NYR","D","79","1465.3","7","24","9","15","31","46.27","101","6.93","5.47","215","149","75","14","5","10","35","16","15","1","0","4","64","50","152","91","82","0","0","-"
"5","Brent Burns","CAR","D","82","1390.9833333333","12","18","13","5","30","46.88","184","6.52","6.71","412","269","110","18","4","38","38","19","19","0","0","8","36","39","34","40","56","0","0","-"
"138","Mats Zuccarello","MIN","R","78","1170.6","9","21","18","3","30","69.77","117","7.69","10.92","237","172","127","50","11","22","22","11","11","0","0","18","29","39","46","64","47","22","32","40.74"
"322","J.T. Compher","COL","L","82","1188.5833333333","12","18","11","7","30","60.00","105","11.43","11.62","172","136","120","48","5","7","33","15","14","1","0","14","23","23","32","80","59","554","557","49.86"
"459","Mathew Barzal","NYI","C","58","819.2","9","21","16","5","30","76.92","90","10.00","8.32","159","123","103","40","6","12","16","8","8","0","0","7","42","44","24","39","31","97","176","35.53"
"482","Jake DeBrusk","BOS","L","64","757.25","19","11","8","3","30","63.83","128","14.84","13.03","209","166","131","75","15","21","10","5","5","0","0","10","11","21","77","69","19","4","9","30.77"
"534","Alex DeBrincat","OTT","R","82","1138","12","18","14","4","30","71.43","167","7.19","15.9","296","225","177","70","6","27","39","10","7","1","2","20","25","37","101","70","33","8","8","50.00"
"536","Patrik Laine","CBJ","L","55","803.8","13","17","10","7","30","83.33","98","13.27","8.13","201","148","103","35","5","19","12","6","6","0","0","8","29","22","25","36","23","24","41","36.92"
"567","Pierre-Luc Dubois","WPG","L","73","1011.0166666667","12","18","8","10","30","61.22","121","9.92","15.43","254","201","169","89","9","18","64","32","32","0","0","34","43","36","68","99","45","383","406","48.54"
"650","Miro Heiskanen","DAL","D","79","1523.6333333333","5","25","12","13","30","41.10","141","3.55","7.26","300","199","102","16","1","37","30","15","15","0","0","9","54","38","44","142","76","0","0","-"
"846","Matias Maccelli","ARI","L","64","812.81666666667","8","22","13","9","30","83.33","46","17.39","5.6","103","64","59","28","4","8","18","9","9","0","0","10","37","21","23","51","19","0","4","0.00"
"867","Jack Quinn","BUF","R","75","852.36666666667","13","17","9","8","30","65.22","96","13.54","10.95","205","145","136","52","5","22","13","5","4","1","0","19","23","25","38","80","17","10","16","38.46"
"139","Calle Jarnkrok","TOR","C","73","812.4","16","13","6","7","29","72.50","85","18.82","10.48","159","124","110","48","2","11","14","7","7","0","0","9","10","16","43","103","15","23","31","42.59"
"366","Sam Reinhart","FLA","C","82","1074.65","9","20","12","8","29","74.36","131","6.87","14.74","237","185","151","81","12","19","8","4","4","0","0","12","27","30","43","130","35","123","119","50.83"
"415","Kevin Labanc","S.J","R","72","901.43333333333","13","16","12","4","29","61.70","103","12.62","8.88","204","139","112","43","13","27","32","16","16","0","0","6","25","36","69","49","26","5","3","62.50"
"467","Jack Roslovic","CBJ","C","77","931.3","6","23","15","8","29","72.50","87","6.90","7.24","152","115","87","30","10","14","4","2","2","0","0","14","37","27","37","49","40","325","386","45.71"
"470","Anthony Beauvillier","NYI, VAN","L","82","1102.3","12","17","10","7","29","59.18","132","9.09","12.69","213","176","159","71","9","18","18","8","8","0","0","10","28","32","75","108","28","2","8","20.00"
"548","Trent Frederic","BOS","C","79","884.71666666667","16","13","6","7","29","61.70","116","13.79","11.99","181","154","124","61","5","22","55","17","10","7","0","18","20","23","105","125","33","22","46","32.35"
"638","Gabriel Vilardi","L.A","C, R","63","766.76666666667","17","12","7","5","29","87.88","93","18.28","11.19","154","116","108","54","13","20","14","7","7","0","0","25","13","22","37","78","31","36","44","45.00"
"679","Drake Batherson","OTT","R","82","1142.7666666667","7","22","15","7","29","67.44","169","4.14","16.89","303","246","174","69","18","21","29","13","12","1","0","17","27","34","108","86","31","11","21","34.38"
"725","Jesperi Kotkaniemi","CAR","C","82","1020.5833333333","12","17","5","12","29","67.44","98","12.24","12.13","176","137","116","62","2","20","46","23","23","0","0","14","39","28","102","118","21","327","303","51.90"
"870","Alexis Lafrenière","NYR","L","81","1083.6666666667","12","17","8","9","29","58.00","116","10.34","11.37","204","153","126","58","5","11","29","13","12","1","0","15","33","30","137","122","27","23","46","33.33"
"55","David Perron","DET","L","82","1035.1","15","13","11","2","28","56.00","114","13.16","12.01","200","149","119","56","4","21","42","21","21","0","0","26","25","37","103","64","22","2","6","25.00"
"113","Chris Kreider","NYR","L","79","996.15","19","9","6","3","28","58.33","138","13.77","15.13","227","191","145","89","11","22","16","8","8","0","0","8","25","21","118","51","18","33","36","47.83"
"131","Nick Jensen","WSH","D","77","1351.8666666667","5","23","14","9","28","54.90","99","5.05","4.62","240","148","65","11","5","21","18","9","9","0","0","12","54","32","86","164","99","0","0","-"
"169","Bryan Rust","PIT","R","81","1082.1833333333","14","14","7","7","28","54.90","170","8.24","20.01","282","232","187","104","7","38","25","11","10","1","0","15","51","25","88","88","29","4","2","66.67"
"210","Adam Larsson","SEA","D","82","1607.15","6","22","12","10","28","32.18","133","4.51","5.93","282","195","66","15","5","16","41","19","18","1","0","6","29","29","196","95","127","0","0","-"
"222","Phillip Danault","L.A","C","82","1104.1833333333","13","15","9","6","28","71.79","117","11.11","12.37","192","156","131","61","7","9","43","19","18","1","0","22","23","16","76","86","59","496","402","55.23"
"235","Hampus Lindholm","BOS","D","80","1381.6333333333","6","22","12","10","28","36.84","121","4.96","6.12","242","159","87","19","9","17","40","20","20","0","0","14","52","25","67","127","75","0","0","-"
"318","Shea Theodore","VGK","D","55","983.51666666667","5","23","9","14","28","53.85","104","4.81","5.34","222","142","61","12","3","15","18","8","8","0","0","7","21","24","13","58","79","0","0","-"
"660","Cale Makar","COL","D","60","1087.8833333333","9","19","9","10","28","50.91","116","7.76","6.67","275","169","87","21","5","22","24","11","11","0","0","18","38","42","49","36","51","0","0","-"
"791","Blake Lizotte","L.A","C","81","910.96666666667","10","18","14","4","28","65.12","98","10.20","10.43","162","140","99","60","6","12","58","26","24","2","0","30","15","29","91","172","34","365","330","52.52"
"811","Matt Boldy","MIN","L","81","1075.9333333333","20","8","3","5","28","70.00","162","12.35","16","308","243","169","68","5","21","35","16","15","1","0","14","33","42","61","103","23","53","33","61.63"
"97","Kyle Palmieri","NYI","C","55","748.03333333333","13","14","11","3","27","61.36","80","16.25","10.03","165","124","122","58","6","15","20","10","10","0","0","16","17","9","68","60","17","8","13","38.10"
"129","Erik Haula","N.J","L","80","1038.0666666667","10","17","10","7","27","54.00","137","7.30","16.96","245","195","151","82","20","23","43","19","18","1","0","10","24","37","88","66","40","470","394","54.40"
"192","Nick Cousins","FLA","C","79","844.83333333333","9","18","8","10","27","69.23","102","8.82","9.3","173","134","101","47","6","19","38","16","14","2","0","21","18","20","87","115","34","69","71","49.29"
"227","Barclay Goodrow","NYR","C","82","955.4","10","17","9","8","27","69.23","80","12.50","9.02","140","109","94","51","3","13","54","18","12","6","0","17","29","25","118","99","48","220","246","47.21"
"239","Brady Skjei","CAR","D","81","1433.6666666667","11","16","6","10","27","45.00","160","6.88","7.12","354","243","105","21","4","32","38","19","19","0","0","4","46","32","64","70","53","0","0","-"
"266","Damon Severson","N.J","D","81","1365.2166666667","4","23","11","12","27","45.00","87","4.60","4.69","210","125","75","18","21","20","28","14","14","0","0","5","37","23","39","65","100","0","0","-"
"275","Andreas Athanasiou","CHI","C","81","1090.7666666667","14","13","8","5","27","71.05","143","9.79","14.17","265","207","144","67","10","23","28","9","8","0","1","13","39","53","38","58","44","66","78","45.83"
"320","Ryan Hartman","MIN","R","59","794.65","11","16","10","6","27","77.14","113","9.73","11.17","229","182","116","40","13","16","82","30","26","2","2","26","29","23","59","48","41","201","278","41.96"
